City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Clyde River,CA,70.4692,-68.5914,20.89,88,100,22.12,light snow
348,Chajul,GT,15.4853,-91.0342,64.63,90,98,1.95,overcast clouds
349,Axim,GH,4.8699,-2.2405,79.11,79,97,5.37,overcast clouds
350,Smolensk,RU,55.0,33.0,46.71,69,64,3.42,broken clouds
351,Bathsheba,BB,13.2167,-59.5167,79.29,74,96,13.11,overcast clouds
352,Coacoatzintla,MX,19.6333,-96.9333,79.74,56,98,4.18,overcast clouds
353,Cidreira,BR,-30.1811,-50.2056,65.84,86,8,8.68,clear sky
354,Abut,PH,17.3523,121.6036,75.81,93,86,4.0,overcast clouds
355,Dunedin,NZ,-45.8742,170.5036,44.8,60,68,4.0,broken clouds
356,Shingu,JP,33.7333,135.9833,68.07,83,83,3.09,broken clouds
357,Jonava,LT,55.0833,24.2833,50.74,98,75,3.44,moderate rain
358,Dali,CN,25.7,100.1833,63.34,91,90,4.74,overcast clouds
359,Tuatapere,NZ,-46.1333,167.6833,44.4,80,75,1.41,broken clouds
360,Iralaya,HN,15.0,-83.2333,80.65,84,99,12.86,overcast clouds
361,Margate,GB,51.3813,1.3862,56.7,85,18,3.0,few clouds
362,Bubaque,GW,11.2833,-15.8333,78.06,76,98,3.36,overcast clouds
363,Ucluelet,CA,48.9329,-125.5528,54.09,84,100,4.65,overcast clouds
364,Ossora,RU,59.2353,163.0719,39.16,88,100,5.75,overcast clouds
365,Baruun-Urt,MN,46.6806,113.2792,56.88,29,5,4.9,clear sky
366,San Francisco,US,37.7749,-122.4194,100.02,64,97,21.0,overcast clouds
367,Taltal,CL,-25.4,-70.4833,62.02,72,44,4.63,scattered clouds
368,Xining,CN,36.6167,101.7667,54.32,80,100,0.25,light rain
369,Kloulklubed,PW,7.0419,134.2556,77.36,81,100,7.85,light rain
370,Melfi,IT,40.9965,15.6514,64.49,39,99,5.99,overcast clouds
371,Torrington,US,41.8007,-73.1212,73.69,54,99,1.01,overcast clouds
372,Mpanda,TZ,-6.3655,31.0409,65.43,80,66,2.46,broken clouds
373,Dungarvan,IE,52.0881,-7.6253,56.55,89,86,8.01,overcast clouds
374,Tilichiki,RU,60.4667,166.1,38.12,81,100,5.37,overcast clouds
375,Vardo,NO,70.3705,31.1107,39.18,87,85,11.5,overcast clouds
376,Zeya,RU,53.75,127.2667,60.6,59,26,3.87,scattered clouds
377,Valentin Gomez Farias,MX,28.2167,-106.5833,86.29,8,0,4.97,clear sky
378,Bandarbeyla,SO,9.4942,50.8122,79.5,87,40,21.09,scattered clouds
379,Nador,MA,35.174,-2.9287,66.45,82,0,5.75,clear sky
380,Fort Nelson,CA,58.8053,-122.7002,47.79,87,100,9.22,light intensity shower rain
381,Haines Junction,CA,60.7522,-137.5108,54.36,40,95,3.85,light rain
382,Praia Da Vitoria,PT,38.7333,-27.0667,62.76,78,9,6.49,clear sky
383,Bud,US,39.447,-86.1758,78.82,78,99,15.66,heavy intensity rain
384,Ayr,GB,55.4627,-4.6339,49.98,81,40,19.57,scattered clouds
385,Marienburg,PL,54.0359,19.0266,51.89,92,72,5.48,broken clouds
386,Mathathane,BW,-22.2687,28.7495,68.41,30,0,8.5,clear sky
387,Launceston,AU,-41.45,147.1667,48.79,100,100,9.22,overcast clouds
388,Kirkwall,GB,58.9848,-2.9587,48.96,87,11,14.97,few clouds
389,Naze,JP,28.3667,129.4833,70.95,88,85,7.49,overcast clouds
390,Fond Du Lac,US,43.775,-88.4388,59.09,88,100,5.75,moderate rain
391,Saint-Louis,SN,16.3333,-15.0,77.95,54,6,16.49,clear sky
392,Baswa,IN,27.15,76.5833,85.01,37,0,2.66,clear sky
393,Castlegar,CA,49.2998,-117.6689,57.11,81,100,4.63,overcast clouds
394,Lyuban,BY,52.7985,28.0048,57.51,72,100,8.66,overcast clouds
395,Las Guacamayas,MX,18.0167,-102.2167,85.28,57,99,11.68,overcast clouds
396,Lujan,AR,-34.5703,-59.105,51.51,90,100,4.0,overcast clouds
397,Hazleton,US,40.9584,-75.9746,70.57,46,0,4.61,clear sky
398,Beloha,MG,-25.1667,45.05,66.76,92,0,1.63,clear sky
399,Villa Carlos Paz,AR,-31.4241,-64.4978,48.4,53,100,5.01,overcast clouds
400,Gigmoto,PH,13.7796,124.39,81.21,85,95,6.89,overcast clouds
401,Bull Savanna,JM,17.8868,-77.5902,81.34,66,35,17.36,scattered clouds
402,Miquelon,PM,47.0975,-56.3814,44.13,79,2,14.76,clear sky
403,Pahrump,US,36.2083,-115.9839,97.84,6,1,4.0,clear sky
404,Karaton,ID,-6.3424,106.1045,74.12,93,99,1.12,overcast clouds
405,Vestmannaeyjar,IS,63.4427,-20.2734,45.7,70,33,3.53,scattered clouds
406,Aleksandrov Gay,RU,50.147,48.5704,48.42,69,92,6.46,overcast clouds
407,Marsa Matruh,EG,31.3525,27.2453,69.17,69,0,4.34,clear sky
408,Paamiut,GL,61.994,-49.6678,32.83,58,16,6.2,few clouds
409,Inzer,RU,54.2167,57.5556,43.14,97,53,3.98,broken clouds
410,Wyndham,US,37.6985,-77.6125,66.11,84,100,3.44,overcast clouds
411,Imeni Poliny Osipenko,RU,52.4201,136.4853,52.29,64,3,9.4,clear sky
412,Santa Cruz,BO,-17.8,-63.1667,78.85,69,75,14.97,light rain
413,Biak,ID,-0.9131,122.8766,77.11,86,96,6.13,heavy intensity rain
414,Muisne,EC,0.6,-80.0333,77.7,82,80,8.84,broken clouds
415,Namibe,AO,-15.1961,12.1522,67.5,70,0,5.61,clear sky
416,Hornepayne,CA,49.2138,-84.7705,59.0,54,100,7.83,overcast clouds
417,Szczecinek,PL,53.7079,16.6994,48.31,92,66,6.38,broken clouds
418,Wattegama,LK,6.7989,81.4808,75.18,88,95,6.8,overcast clouds
419,Bodden Town,KY,19.2833,-81.25,87.01,64,100,11.99,overcast clouds
420,Anlu,CN,31.1661,112.5831,63.32,77,99,13.47,overcast clouds
421,Thinadhoo,MV,0.5333,72.9333,82.76,72,83,5.5,broken clouds
422,Frederikshavn,DK,57.4407,10.5366,51.04,86,90,13.6,light rain
423,Gribanovskiy,RU,51.4579,41.9764,44.11,75,99,5.61,overcast clouds
424,Opunake,NZ,-39.4556,173.8583,58.84,81,50,16.58,scattered clouds
425,Darlowo,PL,54.421,16.4107,50.99,89,66,9.8,broken clouds
426,Yerbogachen,RU,61.2767,108.0108,44.1,72,100,9.6,overcast clouds
427,Baryshivka,UA,50.361,31.3217,57.9,71,68,8.48,broken clouds
428,Ajdabiya,LY,30.7554,20.2263,83.91,14,0,11.68,clear sky
429,Nadym,RU,65.5333,72.5167,49.35,46,100,15.08,overcast clouds
430,Neftcala,AZ,39.3742,49.2472,58.35,68,89,3.29,overcast clouds
431,Banda Aceh,ID,5.5577,95.3222,79.9,78,97,7.36,overcast clouds
432,Kamaishi,JP,39.2667,141.8833,64.18,82,3,10.11,clear sky
433,Maputo,MZ,-25.9653,32.5892,67.23,88,0,1.99,clear sky
434,Ongandjera,NA,-17.8833,15.0667,63.72,27,0,7.23,clear sky
435,Bambous Virieux,MU,-20.3428,57.7575,71.22,88,20,3.44,few clouds
436,Port Lincoln,AU,-34.7333,135.8667,57.09,88,10,7.23,clear sky
437,Gurupa,BR,-1.405,-51.64,75.02,93,48,3.33,scattered clouds
438,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.86,71,10,3.2,clear sky
439,Acajutla,SV,13.5928,-89.8275,82.98,74,96,10.4,overcast clouds
440,Chapais,CA,49.7834,-74.8492,60.69,48,100,5.12,overcast clouds
441,Puerto Ayacucho,VE,5.6639,-67.6236,82.45,81,94,1.88,overcast clouds
442,Dargaville,NZ,-35.9333,173.8833,60.53,68,88,6.26,overcast clouds
443,Vila,PT,42.0304,-8.1588,52.7,72,13,5.48,few clouds
444,Rio Brilhante,BR,-21.8019,-54.5464,74.08,45,0,4.79,clear sky
445,Hay River,CA,60.8156,-115.7999,52.97,40,62,10.98,broken clouds
446,Lata,PT,40.1629,-8.3327,55.09,86,39,2.77,scattered clouds
447,Ahuimanu,US,21.4447,-157.8378,82.11,59,20,14.97,few clouds
448,La Vega,DO,19.2221,-70.5296,79.29,84,75,8.48,broken clouds
449,Shenjiamen,CN,29.9576,122.298,65.7,77,99,3.13,moderate rain
450,Castlemaine,AU,-37.0667,144.2167,52.29,98,100,5.14,overcast clouds
451,Alice Springs,AU,-23.7,133.8833,47.75,81,6,4.61,clear sky
452,Port Hawkesbury,CA,45.6169,-61.3485,59.79,57,11,8.01,few clouds
453,Uvalde,US,29.3669,-99.767,85.12,17,0,0.0,clear sky
454,Ouadda,CF,8.0777,22.4007,70.52,75,97,3.02,overcast clouds
455,Adrar,MR,20.5022,-10.0711,90.72,12,3,7.23,clear sky
456,Basco,PH,20.4487,121.9702,83.28,77,98,8.86,overcast clouds
457,Vangaindrano,MG,-23.35,47.6,69.87,90,67,5.01,broken clouds
458,Rabo De Peixe,PT,37.8,-25.5833,62.11,67,75,9.22,broken clouds
459,Lundazi,ZM,-12.2929,33.1782,64.56,71,89,4.92,overcast clouds
460,Tomatlan,MX,19.9333,-105.25,88.7,43,0,12.55,clear sky
461,Kaitangata,NZ,-46.2817,169.8464,41.36,78,89,8.14,overcast clouds
462,Harqalah,TN,36.0303,10.509,73.26,78,0,11.5,clear sky
463,Ostrovnoy,RU,68.0531,39.5131,33.21,98,19,4.94,few clouds
464,North Bend,US,43.4065,-124.2243,79.25,91,0,11.5,clear sky
465,Upata,VE,8.0086,-62.3989,81.09,66,74,6.91,broken clouds
466,Roebourne,AU,-20.7833,117.1333,74.55,58,9,6.44,clear sky
467,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.41,77,0,10.51,clear sky
468,Jacareacanga,BR,-6.2222,-57.7528,75.97,89,82,1.95,broken clouds
469,Port Hardy,CA,50.6996,-127.4199,52.05,78,99,7.23,overcast clouds
470,Severiano Melo,BR,-5.7772,-37.9578,73.26,90,100,8.46,overcast clouds
471,State College,US,40.7934,-77.86,69.26,62,100,10.36,overcast clouds
472,Ingham,US,42.6,-84.3833,69.98,85,75,13.8,broken clouds
473,Codajas,BR,-3.8367,-62.0569,78.73,83,99,3.29,overcast clouds
474,Berdigestyakh,RU,62.0989,126.6992,36.86,83,100,7.58,overcast clouds
475,Hobyo,SO,5.3505,48.5268,79.3,81,89,25.5,overcast clouds
476,Anchorage,US,61.2181,-149.9003,58.93,68,0,9.22,clear sky
477,Northam,GB,51.0333,-4.2167,55.38,93,2,14.09,clear sky
478,Ambilobe,MG,-13.2,49.05,69.12,93,20,3.06,few clouds
479,San Juan,AR,-31.5375,-68.5364,50.16,60,99,17.22,overcast clouds
480,Edd,ER,13.9297,41.6925,82.83,75,12,8.16,few clouds
481,Mahibadhoo,MV,3.7833,72.9667,82.42,75,92,8.61,overcast clouds
482,Lufilufi,WS,-13.8745,-171.5986,85.78,77,63,15.82,broken clouds
483,Sambava,MG,-14.2667,50.1667,70.72,90,9,6.42,clear sky
484,Baie-Comeau,CA,49.2168,-68.1489,59.54,55,100,7.99,overcast clouds
485,Rundu,NA,-17.9333,19.7667,54.19,39,0,3.67,clear sky
486,Gambela,ET,8.25,34.5833,73.18,84,90,2.21,overcast clouds
487,San Angelo,US,31.4638,-100.437,79.9,29,0,11.5,clear sky
488,Hami,CN,42.8,93.45,77.81,13,100,5.55,overcast clouds
489,Bagdarin,RU,54.4333,113.6,52.32,50,5,2.1,clear sky
490,Gasa,PS,31.5,34.4667,68.79,82,0,6.55,clear sky
491,Mecca,SA,21.4267,39.8261,85.66,23,0,5.46,clear sky
492,Pingliang,CN,35.5392,106.6861,55.33,68,96,2.13,overcast clouds
493,Baijiantan,CN,45.6333,85.1833,82.62,34,100,11.16,overcast clouds
494,Snyder,US,32.7179,-100.9176,75.09,27,40,13.8,scattered clouds
495,Mayahi,NE,13.9553,7.6712,85.06,9,0,4.23,clear sky
496,Shimoda,JP,34.6667,138.95,67.48,83,86,5.61,overcast clouds
497,Uricani,RO,45.3373,23.1524,57.85,97,62,5.84,moderate rain
498,Portel,BR,-1.9356,-50.8211,74.95,92,25,3.09,scattered clouds
499,Lerwick,GB,60.1545,-1.1494,50.0,83,40,21.72,scattered clouds
500,Valdivia,CL,-39.8142,-73.2459,39.72,90,4,2.95,clear sky
501,Chicama,PE,-7.8447,-79.1469,63.14,72,9,8.28,clear sky
502,Harpanahalli,IN,14.8,75.9833,75.18,84,84,11.48,broken clouds
503,Nemuro,JP,43.3236,145.575,48.49,93,70,9.53,broken clouds
504,Chernukha,RU,55.5974,43.7556,36.12,85,55,5.53,broken clouds
505,Lengshuitan,CN,26.4111,111.5956,72.54,98,100,5.37,overcast clouds
506,Komsomolskiy,UZ,40.4272,71.7189,72.46,38,0,2.98,clear sky
507,Waingapu,ID,-9.6567,120.2641,77.54,87,100,7.25,moderate rain
508,Bologoye,RU,57.8799,34.1068,41.56,87,100,3.49,overcast clouds
509,Broken Hill,AU,-31.95,141.4333,56.98,79,85,3.69,overcast clouds
510,Oktyabrskiy,RU,54.4815,53.471,38.61,87,64,6.49,broken clouds
511,Tessalit,ML,20.1986,1.0114,91.26,21,96,4.65,overcast clouds
512,Katherine,AU,-14.4667,132.2667,62.92,55,89,5.75,overcast clouds
513,Yabrud,SY,33.9674,36.6574,60.03,41,0,2.75,clear sky
514,Saldanha,ZA,-33.0117,17.9442,60.33,90,0,4.52,clear sky
515,Varamin,IR,35.3242,51.6457,63.46,41,0,16.87,clear sky
516,Buraydah,SA,26.326,43.975,85.21,16,17,16.15,few clouds
517,Mandalgovi,MN,45.7625,106.2708,54.77,21,3,8.14,clear sky
518,Pacific Grove,US,36.6177,-121.9166,75.34,70,0,18.01,clear sky
519,Moerai,PF,-22.4333,-151.3333,76.62,64,14,1.7,few clouds
520,Garh Maharaja,PK,30.8339,71.9053,86.56,30,0,9.13,clear sky
521,Bonavista,CA,48.6499,-53.1147,43.88,70,37,15.08,scattered clouds
522,Svetlaya,RU,46.5389,138.3297,47.62,91,100,2.71,overcast clouds
523,Hervey Bay,AU,-25.2986,152.8535,69.31,73,79,13.11,broken clouds
524,Show Low,US,34.2542,-110.0298,78.66,11,0,13.8,clear sky
525,Burgersdorp,ZA,-30.9977,26.3286,50.56,51,0,5.12,clear sky
526,Richards Bay,ZA,-28.783,32.0377,64.53,80,0,4.12,clear sky
527,Bourail,NC,-21.5667,165.4833,75.7,68,29,1.16,scattered clouds
528,Jiazi,CN,22.8779,116.067,75.74,94,73,5.91,broken clouds
529,George,ZA,-33.963,22.4617,60.64,76,92,4.0,overcast clouds
530,Zonguldak,TR,41.25,31.8333,50.65,85,4,4.79,clear sky
531,Mafinga,TZ,-7.25,35.0667,68.23,70,92,2.8,overcast clouds
532,Mackay,AU,-21.15,149.2,69.67,84,44,11.72,scattered clouds
533,Lucea,JM,18.451,-78.1736,82.26,78,41,13.13,scattered clouds
534,San Policarpo,PH,12.1791,125.5072,81.39,81,98,5.86,overcast clouds
535,Yining,CN,29.0361,114.5636,66.15,97,100,3.53,overcast clouds
536,Bulgan,MN,48.8125,103.5347,55.17,43,62,3.15,broken clouds
537,Dubti,ET,11.7361,41.0853,90.95,33,11,9.42,few clouds
538,Asfi,MA,32.2994,-9.2372,64.96,78,34,19.19,scattered clouds
539,Vao,NC,-22.6667,167.4833,74.5,75,2,5.28,clear sky
540,Cajamarca,PE,-7.1638,-78.5003,66.27,55,40,8.05,scattered clouds
541,Wad Madani,SD,14.4012,33.5199,91.92,11,100,9.57,overcast clouds
542,Tambopata,PE,-12.7333,-69.1833,71.49,94,75,0.0,moderate rain
543,Kulu,TR,39.0951,33.0799,60.31,50,3,5.08,clear sky
544,Grevesmuhlen,DE,53.8667,11.1833,56.79,80,99,14.94,overcast clouds
545,Bosaso,SO,11.2842,49.1816,83.79,77,1,4.21,clear sky
546,Iturama,BR,-19.7281,-50.1956,70.45,42,6,5.59,clear sky
547,Tual,ID,-5.6667,132.75,81.61,77,90,5.77,overcast clouds
548,Areosa,PT,41.7178,-8.8571,60.44,83,24,13.65,few clouds
549,Qingquan,CN,30.4511,115.2559,69.31,94,100,2.71,overcast clouds
550,Bartica,GY,6.4,-58.6167,77.32,93,38,4.45,moderate rain
551,Strezhevoy,RU,60.7333,77.5889,52.61,70,100,6.58,overcast clouds
552,Gramalote,CO,7.8875,-72.7975,74.03,75,100,2.24,overcast clouds
553,Springbok,ZA,-29.6643,17.8865,50.27,70,0,1.5,clear sky
554,Coquimbo,CL,-29.9533,-71.3436,56.93,94,20,9.22,few clouds
555,Sabang,ID,5.8933,95.3214,83.3,75,89,11.34,overcast clouds
556,Yanam,IN,16.7333,82.2167,81.01,83,47,4.52,scattered clouds
557,Sao Filipe,CV,14.8961,-24.4956,71.26,79,0,10.25,clear sky
558,Buala,SB,-8.145,159.5921,82.24,76,31,4.05,light rain
559,Bayangol,RU,50.6977,103.4656,48.07,57,44,2.75,scattered clouds
560,Klyuchevskiy,RU,53.5317,119.4519,57.22,43,72,2.06,broken clouds
561,Langenburg,DE,49.2544,9.8458,55.35,67,100,5.75,overcast clouds
562,Boca Do Acre,BR,-8.7522,-67.3978,82.27,62,57,2.62,broken clouds
563,Catuday,PH,16.2923,119.8062,79.97,81,90,6.98,overcast clouds
564,Svetlyy,RU,54.675,20.1347,47.97,89,19,5.55,few clouds
565,Zharkent,KZ,44.1628,80.0,66.87,75,100,6.26,overcast clouds
566,Luwuk,ID,-0.9516,122.7875,78.1,88,98,4.83,moderate rain
567,Jalingo,NG,8.8833,11.3667,77.65,78,100,4.05,overcast clouds
568,Galbshtadt,RU,53.2264,78.9845,60.73,56,18,7.87,few clouds
569,Kushima,JP,31.4583,131.2333,70.21,89,100,3.4,light rain
570,Tooele,US,40.5308,-112.2983,77.32,31,0,12.66,clear sky
571,Chanute,US,37.6792,-95.4572,60.91,88,100,11.5,mist
572,Khalkhal,IR,37.6189,48.5258,44.02,90,94,4.94,overcast clouds
573,Tungor,RU,53.3808,142.9564,51.06,73,70,11.48,broken clouds
574,Balclutha,NZ,-46.2339,169.75,39.76,81,81,5.19,broken clouds
575,Strelka,RU,58.0728,93.0344,49.44,82,0,4.68,clear sky
576,Kahului,US,20.8947,-156.47,84.22,60,40,21.85,scattered clouds
577,Mgandu,TZ,-5.95,34.1333,64.33,75,100,5.01,overcast clouds
578,Gatesville,US,31.4352,-97.7439,81.36,35,0,8.05,clear sky
579,Nizhniy Tsasuchey,RU,50.5167,115.1333,59.68,29,1,5.23,clear sky
580,Talaya,RU,61.3833,152.75,37.8,95,100,2.71,light rain
581,Mount Isa,AU,-20.7333,139.5,53.37,94,0,4.61,clear sky
582,Aksu,CN,41.1231,80.2644,73.38,32,25,6.89,scattered clouds
583,Eyl,SO,7.9803,49.8164,80.46,75,38,18.16,scattered clouds
584,Ulaangom,MN,49.9811,92.0667,67.87,48,100,4.9,overcast clouds
585,Tongzi,CN,28.7829,105.0877,68.77,97,99,1.9,moderate rain
586,Port-Cartier,CA,50.0334,-66.8654,60.96,42,76,8.7,broken clouds
587,Lesosibirsk,RU,58.2358,92.4828,48.99,81,0,5.03,clear sky
588,Hammerfest,NO,70.6634,23.6821,55.85,47,0,5.75,clear sky
589,Denpasar,ID,-8.65,115.2167,80.26,94,40,5.75,scattered clouds
590,Kismayo,SO,-0.3582,42.5454,79.16,84,11,10.71,few clouds
591,Palmas,BR,-10.2128,-48.3603,80.47,54,0,4.61,clear sky
592,Kavaratti,IN,10.5669,72.642,83.01,79,60,11.72,broken clouds
593,Panaba,MX,21.2833,-88.2667,93.78,37,100,17.56,overcast clouds
594,Nerchinsk,RU,51.9833,116.5833,58.42,35,10,3.22,clear sky
595,Acapulco,MX,16.8634,-99.8901,85.82,66,75,10.36,broken clouds
596,Muravlenko,RU,63.7898,74.523,50.05,53,85,14.88,overcast clouds
597,Sindon,PH,17.0603,122.0151,76.08,93,100,2.33,overcast clouds
598,Staraya Kulatka,RU,52.7167,47.6167,38.07,77,15,4.32,few clouds
599,Lar,IN,26.2039,83.9717,83.89,39,5,0.85,clear sky
600,Salina,US,38.8403,-97.6114,53.73,92,100,25.32,heavy intensity rain
601,Luohe,CN,33.5717,114.0353,65.23,39,100,4.97,overcast clouds
602,Macau,MO,22.2006,113.5461,78.85,100,40,4.61,scattered clouds
603,Nagato,JP,34.3833,131.2,68.2,94,100,6.08,moderate rain
604,Kisumu,KE,-0.1022,34.7617,65.39,92,100,4.25,light rain
605,Johnstown,US,40.3267,-78.922,69.42,77,100,11.5,overcast clouds
606,Beringovskiy,RU,63.05,179.3167,45.41,64,72,4.63,broken clouds
607,Athabasca,CA,54.7169,-113.2854,57.78,61,74,1.63,broken clouds
608,Griffith,US,41.5284,-87.4237,82.89,58,40,11.5,scattered clouds
609,Dodoma,TZ,-6.1722,35.7395,67.32,76,100,7.67,overcast clouds
610,Tyret Pervaya,RU,53.6703,102.3106,54.9,55,1,2.13,clear sky
611,El Copey,CO,10.1503,-73.9614,82.33,78,100,3.6,overcast clouds
612,Necochea,AR,-38.5473,-58.7368,48.04,58,24,11.77,few clouds
613,Coruripe,BR,-10.1256,-36.1756,75.9,87,100,14.18,heavy intensity rain
614,Terney,RU,45.0503,136.6092,49.42,92,100,5.12,overcast clouds
615,High Level,CA,58.5169,-117.136,57.92,46,97,5.3,overcast clouds
616,San Patricio,US,28.017,-97.5169,87.67,69,99,10.65,overcast clouds
617,Mersing,MY,2.4312,103.8405,75.25,88,99,2.93,overcast clouds
618,Brunico,IT,46.7958,11.9364,57.09,95,60,1.1,broken clouds
619,Bow Island,CA,49.8668,-111.3684,70.48,29,84,11.81,broken clouds
620,Totoral,PE,-17.4053,-70.365,64.72,33,69,3.04,broken clouds
621,Kitimat,CA,54.0524,-128.6534,55.78,92,100,1.5,light rain
622,Susuman,RU,62.7833,148.1667,35.29,86,99,3.53,overcast clouds
623,Yandyki,RU,45.7691,47.1258,61.56,50,68,8.99,broken clouds
624,Canutama,BR,-6.5339,-64.3831,80.49,74,92,1.7,overcast clouds
625,Kindersley,CA,51.4668,-109.1682,70.12,23,71,8.39,broken clouds
626,Plainview,US,40.7765,-73.4673,67.05,57,0,11.5,clear sky
627,Tamiahua,MX,21.2667,-97.45,86.41,70,99,14.2,overcast clouds
628,Mayumba,GA,-3.432,10.6554,73.99,91,18,5.48,few clouds
629,Gobo,JP,33.8833,135.15,68.16,82,100,9.31,overcast clouds
630,Kalmunai,LK,7.4167,81.8167,78.44,85,100,8.1,overcast clouds
631,Marzuq,YE,14.4,46.4667,75.29,39,6,1.66,clear sky
632,Inuvik,CA,68.3499,-133.7218,49.55,48,99,3.6,overcast clouds
633,Genhe,CN,50.7833,121.5167,56.43,37,7,1.45,clear sky
634,Nizhniy Kuranakh,RU,58.8353,125.4869,43.27,74,79,2.35,broken clouds
635,Miyako,JP,39.6367,141.9525,66.36,68,2,8.52,clear sky
636,Kinsale,IE,51.7075,-8.5306,54.77,76,75,8.05,broken clouds
637,Baculin,PH,7.4525,126.5842,77.0,86,100,1.66,overcast clouds
638,Esso,RU,55.9333,158.7,41.38,100,100,3.42,overcast clouds
639,Kalush,UA,49.0119,24.3731,54.07,96,99,13.35,light rain
640,Mae Chan,TH,20.1467,99.8526,73.78,96,92,1.5,overcast clouds
641,Honningsvag,NO,70.9821,25.9704,49.75,62,10,0.0,clear sky
642,Gairatganj,IN,23.4202,78.2385,87.48,27,31,3.33,scattered clouds
643,Ugoofaaru,MV,5.6667,73.0,81.88,80,100,11.81,overcast clouds
644,Talakan,RU,50.3167,130.3667,56.37,63,97,1.9,overcast clouds
645,Colac,AU,-38.3333,143.5833,53.83,95,90,5.73,overcast clouds
646,Arraias,BR,-12.9288,-46.9437,70.79,36,2,4.85,clear sky
647,Bafq,IR,31.6128,55.4107,77.09,13,0,5.55,clear sky
648,Neuquen,AR,-38.9516,-68.0591,46.85,36,1,4.9,clear sky
649,Mocajuba,BR,-2.5842,-49.5072,76.86,85,86,2.57,overcast clouds
650,Huangcun,CN,30.0145,118.4037,63.3,95,100,2.3,moderate rain
651,Cabot,US,34.9745,-92.0165,82.09,57,88,10.02,overcast clouds
652,Whitehorse,CA,60.7161,-135.0538,54.1,57,75,20.71,light intensity shower rain
653,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,79.95,69,82,4.0,broken clouds
654,Nabire,ID,-3.3667,135.4833,76.57,92,99,3.42,overcast clouds
655,Atambua,ID,-9.1061,124.8925,72.61,89,100,4.45,overcast clouds
656,Marrakesh,MA,31.6315,-8.0083,75.27,41,0,9.22,clear sky
657,Natal,BR,-5.795,-35.2094,77.65,94,40,3.44,scattered clouds
658,Kabelvag,NO,68.2114,14.4817,50.52,89,100,6.29,light rain
659,Shelburne,CA,44.0787,-80.2041,63.3,72,100,9.28,moderate rain
660,Bagotville,AU,-28.9833,153.4167,60.64,94,36,5.88,scattered clouds
661,Macherla,IN,16.4833,79.4333,87.98,50,87,5.7,overcast clouds
662,Parabel,RU,58.6978,81.4825,53.29,73,70,6.53,broken clouds
663,Westport,US,41.1415,-73.3579,71.28,65,0,10.36,clear sky
664,Susner,IN,23.95,76.0833,91.27,29,80,14.41,broken clouds
665,Olafsvik,IS,64.8945,-23.7142,42.85,82,100,7.85,overcast clouds
666,Sibolga,ID,1.7427,98.7792,76.39,80,100,2.8,overcast clouds
667,San Jose,US,37.3394,-121.895,100.69,29,75,14.97,broken clouds
668,Lodja,CD,-3.4833,23.4333,69.26,95,100,1.7,overcast clouds
669,Presque Isle,US,46.6811,-68.0159,73.26,27,0,10.36,clear sky
670,Bulungu,CD,-4.55,18.6,72.07,87,85,1.88,overcast clouds
671,Bajil,YE,15.0584,43.2851,85.82,69,6,2.98,clear sky
672,Bismil,TR,37.8486,40.6658,56.93,44,0,3.31,clear sky
673,Dhidhdhoo,MV,6.8833,73.1,81.99,78,100,10.8,overcast clouds
674,Amparafaravola,MG,-17.5833,48.2167,59.32,98,21,1.16,few clouds
675,Flinders,AU,-34.5833,150.8552,54.37,94,100,4.0,overcast clouds
676,Bukama,CD,-9.2,25.85,67.08,56,23,1.74,few clouds
677,Semnan,IR,35.5729,53.3971,64.53,43,0,9.31,clear sky
678,Vengerovo,RU,55.6848,76.7471,61.16,60,72,8.01,broken clouds
679,Sabla,NG,12.7525,4.7077,93.25,26,1,7.02,clear sky
680,Chenzhou,CN,25.8,113.0333,72.88,99,81,0.74,broken clouds
681,North Port,US,27.0442,-82.2359,89.98,62,100,9.53,overcast clouds
682,Marystown,CA,47.1666,-55.1483,49.86,100,3,10.0,clear sky
683,Kedougou,SN,12.5579,-12.1743,86.79,50,100,1.3,overcast clouds
684,Imbituba,BR,-28.24,-48.6703,70.86,87,0,5.99,clear sky
685,Verkh-Suetka,RU,53.3,80.05,59.68,58,4,8.79,clear sky
686,Arua,UG,3.0201,30.9111,63.54,87,100,2.33,overcast clouds
687,Cabra,ES,37.4725,-4.4421,62.49,36,29,5.64,scattered clouds
688,Nouadhibou,MR,20.931,-17.0347,65.61,90,0,24.25,clear sky
689,Vitkov,CZ,49.7744,17.7494,51.55,96,34,5.75,scattered clouds
690,Kuching,MY,1.55,110.3333,77.22,94,20,0.0,heavy intensity rain
691,Paita,PE,-5.0892,-81.1144,68.18,76,11,15.52,few clouds
692,Darhan,MN,49.4867,105.9228,58.23,41,95,6.8,overcast clouds
693,Nosy Varika,MG,-20.5833,48.5333,69.49,91,9,5.73,clear sky
694,Ocher,RU,57.8904,54.7202,43.68,94,100,6.42,light rain
695,Were Ilu,ET,10.6,39.4333,55.67,40,5,5.21,clear sky
696,Puno,PE,-15.8333,-70.0333,45.34,51,99,7.49,overcast clouds
697,Bell Ville,AR,-32.6259,-62.6887,53.67,60,100,13.18,overcast clouds
